0501.00.00;"Cheveux bruts, même lavés ou dégraissés; déchets de cheveux.............................";10;
0502.10.00; Soies de porc ou de sanglier et déchets de ces soies..;10;
0502.90.00; Autres..................................................................;10;
0504.00.00;Boyaux, vessies et estomacs d'animaux, entiers ou en morceaux, autres que ceux de poisso;30;
0505.10.00;" Plumes  des  espèces  utilisées pour le rembourrage ; duvet...........................";10;
0505.90.00; Autres....................................................................;30;
0506.10.00; Osséine et os acidulés..........................................;30;
0506.90.00; Autres..................................................................;30;
0507.10.00;" Ivoire ; poudre et déchets d'ivoire.......................";30;
0507.90.00;Autres....................................................................;30;
0508.00.00;Corail et matières similaires, bruts ou simplement préparés, mais non autrement travaill;30;
0510.00.10; Ambre gris............................................................;30;
0510.00.90; Autres..................................................................;30;
0511.10.00; Sperme de taureaux.............................................;30;
0511.91.00;" Produits de poissons ou de crustacés, mollusques ou autres invertébrés aquatiques; an";30;
0511.99.00; Autres................................................................;30;
0601.10.00; Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en repos végétat;5;
0601.20.10; Plants, plantes et racines de chicorée..................;5;
0601.20.90; Autres...................................................................;5;
0602.10.00; Boutures non racinées et greffons....................;5;
0602.20.00;Arbres, arbustes, arbrisseaux et buissons, à fruits comestibles, greffés ou non.........;5;
0602.30.00; Rhododendrons et azalées, greffés ou non;5;
0602.40.00; Rosiers, greffés ou non.........................................;5;
0602.90.00; Autres..................................................................;5;
0603.11.00; Roses ;30;
0603.12.00; Illets ;30;
0603.13.00; Orchidées ;30;
0603.14.00; Chrysanthèmes ;30;
0603.19.00; Autres ;30;
0603.90.00; Autres...............................................................;30;
0604.10.00; Mousses et lichens..............................................;30;
0604.91.00; Frais....................................................................;30;
0604.99.00; Autres.................................................................;30;
0701.10.00; De semence.......;5;
0701.90.00; Autres..................................................................;30;
0702.00.00;Tomates, à l'état frais ou réfrigéré.................;30;
0703.10.00; Oignons et échalotes...........................................;30;
0703.20.00; Aulx....................................................................;30;
0703.90.00; Poireaux et autres légumes alliacés...................;30;
0704.10.00; Chouxfleurs et chouxfleurs brocolis............;30;
0704.20.00; Choux de Bruxelles..;30;
0704.90.00; Autres..............................................................;30;
0705.11.00; Pommées........................................................;30;
0705.19.00;Autres.......;30;
0705.21.00; Witlouf  (Cichorium intybus var. foliosum)...;30;
0705.29.00; Autres.................................................................;30;
0706.10.00; Carottes et navets......;30;
0706.90.00; Autres.......;30;
0707.00.00;Concombres et cornichons, à l'état frais ou réfrigéré;30;
0708.10.00; Pois (Pisum sativum)...............;30;
0708.20.00; Haricots (vigna spp., phaseolus spp.)........;30;
0708.90.00; Autres légumes à cosse...................................;30;
0709.20.00; Asperges.................;30;
0709.30.00; Aubergines.........;30;
0709.40.00; Céleris autres que les célerisraves..............;30;
0709.51.00; Champignons du genre Agaricus.......................;30;
0709.59.00; Autres.................................................................;30;
0709.60.00; Piments du genre Capsicum ou du genre Pimenta;30;
0709.70.00; Epinards, tétragones (épinards de Nouvelle Zélande) et arroches (épinards géants)...;30;
0709.90.10; Maïs doux...................;30;
0709.90.90; Autres.................................................................;30;
0710.10.00; Pommes de terre................................................;30;
0710.21.00; Pois (pisum sativum).......;30;
0710.22.00; Haricots (vigna spp., phaseolus spp.)...........;30;
0710.29.00; Autres;30;
0710.30.00; Epinards, tétragones (épinards de NouvelleZélande) et arroches (épinards géants).....;30;
0710.40.00; Maïs doux....................;30;
0710.80.00; Autres légumes...........;30;
0710.90.00; Mélanges de légumes.......;30;
0711.20.00; Olives.........;30;
0711.40.00; Concombres et cornichons.................................;30;
0711.51.00; Champignons du genre Agaricus....................;30;
0711.59.00; Autres.................................................................;30;
0711.90.00;" Autres légumes ; mélanges de légumes..............";30;
0712.20.00; Oignons .........................................................;30;
0712.31.00; Champignons du genre Agaricus.......................;30;
0712.32.00; OreillesdeJudas (Auricularia spp.).................;30;
0712.33.00; Trémelles (Tremella spp)...................................;30;
0712.39.00; Autres.................................................................;30;
0712.90.10; Maïs doux...........................................................;30;
0712.90.90;" Autres légumes ; mélanges de légumes.............";30;
0713.10.00; Pois (pisum sativum)........................................;30;
0713.20.00; Pois chiches.......;30;
0713.31.00; Haricots des espèces vigna mungo (L.) Hepper ou vigna radiata (L.) Wilczek.........;30;
0713.32.00; Haricots petits rouges  (haricots Adzuki) phaseolus ou vigna angularis)...........;30;
0713.33.00; Haricots communs (phaseolus vulgaris)...........;30;
0713.39.00; Autres;30;
0713.40.00; Lentilles.;30;
0713.50.00; Fèves (Vica faba var. major) et féveroles (Vicia faba var. equina, Vicia faba var. min;30;
0713.90.00; Autres....;30;
0714.10.00; Racines de manioc...........................................;30;
0714.20.00; Patates douces..................................................;30;
0714.90.10; Ignames;30;
0714.90.90; Autres.............................................................;30;
0801.11.00; Desséchées;30;
0801.19.00; Autres;30;
0801.21.00; En coques......;30;
0801.22.00; Sans coques...........;30;
0801.31.00; En coques..........;30;
0801.32.00;Sans coques....................................................;30;
0802.11.00; En coques................................................;30;
0802.12.00;Sans coques.................................................;30;
0802.21.00; En coques;30;
0802.22.00; Sans coques;30;
0802.31.00; En coques......;30;
0802.32.00; Sans coques.........................................................;30;
0802.40.00; Châtaigne et marrons (Castenea spp.).................;30;
0802.50.00; Pistaches......;30;
0802.60.00; Noix macadamia.;30;
0802.90.11; De semence....;5;
0802.90.19; Autres....;30;
0802.90.90; Autres..;30;
0803.00.00;Bananes, y compris les plantains, fraîches ou sèches.;30;
0804.10.00; Dattes..........;30;
0804.20.00; Figues........;30;
0804.30.00; Ananas............;30;
0804.40.00; Avocats............;30;
0804.50.00; Goyaves, mangues et mangoustans......;30;
0805.10.00; 0ranges...;30;
0805.20.00;" Mandarines (y compris les tangérines et satsumas) ; clémentines, wilkings et hybrides ";30;
0805.40.00; Pamplemousses et pomelos.;30;
0805.50.00; Citrons (Citrus limon, Citrus limonum) et limes (Citrus aurantifolia, Citrus latifolia;30;
0805.90.00; Autres......;30;
0806.10.00; Frais.................;30;
0806.20.00; Secs.........;30;
0807.11.00; Pastèques...............;30;
0807.19.00; Autres........;30;
0807.20.00; Papayes...............;30;
0808.10.00; Pommes.....;30;
0808.20.00; Poires et coings.....;30;
0809.10.00; Abricots.............;30;
0809.20.00; Cerises....;30;
0809.30.00; Pêches, y compris les brugnons et nectarines....;30;
0809.40.00; Prunes et prunelles;30;
0810.10.00; Fraises................;30;
0810.20.00; Framboises, mûres de ronce ou mûrier et mûres framboises............................;30;
0810.40.00; Airelles, myrtilles et autres fruits du genre Vaccinium..;30;
0810.50.00; Kiwis........;30;
0810.60.00; Durians..........;30;
0810.90.00; Autres..............;30;
0811.10.90; Autres...;30;
0811.10.10; Sans addition de sucre ou d'autres édulcorants...;30;
0811.20.10; Sans addition de sucre ou d'autres édulcorants...;30;
0811.20.90; Autres..............................................................;30;
0811.90.10; Sans addition de sucre ou d'autres édulcorants...;30;
0811.90.90; Autres......;30;
0812.10.00; Cerises................;30;
0812.90.00; Autres ..................;30;
0813.10.00; Abricots;30;
0813.20.00; Pruneaux......;30;
0813.30.00; Pommes..........;30;
0813.40.00; Autres fruits.........;30;
0813.50.00; Mélanges de fruits séchés ou de fruits à coques du présent Chapitre..........;30;
0814.00.00;Ecorces d'agrumes ou de melons (y compris de pastèques), fraîches, congelées, présentées;30;
0901.11.11; Semence d'Arabica........................................;5;
0901.11.12; Prima et extra prima.......................................;30;
0901.11.13; Supérieur....................................................;30;
0901.11.14; Courant.............................................................;30;
0901.11.15; Limite..........................................................;30;
0901.11.16; Sous  limite................................................;30;
0901.11.17; Triages...........................................................;30;
0901.11.18; Brisures. ........................................................;30;
0901.11.19; Classés s.a.i. .....................................................;30;
0901.11.20; Autres s.a.i. .....................................................;30;
0901.11.21; Semence de robusta...................................;5;
0901.11.22; Prima et extra prima....................................;30;
0901.11.23; Supérieur...........................................................;30;
0901.11.24; Courant..............................................................;30;
0901.11.25; Limite..............................................................;30;
0901.11.26; Sous  limite...................................................;30;
0901.11.27; Triages............................................................;30;
0901.11.28; Brisures. .....................................................;30;
0901.11.29; Classés s.a.i....................................................;30;
0901.11.30; Autres s.a.i.........................................................;30;
0901.11.31; Semence d'excelsa........................................;5;
0901.11.32; Prima et extra prima..........................................;30;
0901.11.33; Supérieur......................................................;30;
0901.11.34; Courant.........................................................;30;
0901.11.35; Limite............................................................;30;
0901.11.36; Souslimite.....................................................;30;
0901.11.37; Triage................................................................;30;
0901.11.38; Brisures. ..........................................................;30;
0901.11.39; Classés s.a.i....................................................;30;
0901.11.40;  Autres s.a.i....................................................;30;
0901.11.41; Semence de Libéria......................................;5;
0901.11.42; Prima et extra prima.......................................;30;
0901.11.43; Supérieur......................................................;30;
0901.11.44; Courant..........................................................;30;
0901.11.45; Limite..............................................................;30;
0901.11.46; Souslimite......................................................;30;
0901.11.47; Triages...............................................................;30;
0901.11.48; Brisures. .......................................................;30;
0901.11.49; Classés s.a.i....................................................;30;
0901.11.50; Autres s.a.i.....................................................;30;
0901.11.51; Semence d'Indénié.........................................;5;
0901.11.52; Prima et extra prima.........................................;30;
0901.11.53; Supérieur.........................................................;30;
0901.11.54; Courant...........................................................;30;
0901.11.55; Limite.......................................................;30;
0901.11.56; Souslimite.....................................................;30;
0901.11.57; Triages..........................................................;30;
0901.11.58; Brisures. .........................................................;30;
0901.11.59; Classés s.a.i. ..................................................;30;
0901.11.60; Autres s.a.i...................................................;30;
0901.11.91; Prima et extra prima..................................;30;
0901.11.92; Supérieur....................................................;30;
0901.11.93; Courant............................................................;30;
0901.11.94; Limite............................................................;30;
0901.11.95; Souslimite......................................................;30;
0901.11.96; Triages..........................................................;30;
0901.11.97; Brisures..........................................................;30;
0901.11.98; Classés s.a.i. ..............................................;30;
0901.11.99; Autres s.a.i. ................................................;30;
0901.12.00; Décaféiné........................................................;30;
0901.21.00; Non décaféiné...................................................;30;
0901.22.00; Décaféiné.............................................................;30;
0901.90.00; Autres.............................................................;30;
0902.10.00; Thé vert (non  fermenté) présenté   en  emballages  immédiats d'un contenu n'excédant ;30;
0902.20.00; Thé vert (non fermenté) présenté autrement........;30;
0902.30.00; Thé  noir  (fermenté)  et  thé  partiellement  fermenté, présentés   en   emballages  ;30;
0902.40.00; Thé  noir  (fermenté)  et  thé  partiellement  fermenté,   présentés autrement........;30;
0903.00.00;Maté.....................................................................;30;
0904.11.00; Non broyé ni pulvérisé.......................................;30;
0904.12.00; Broyé ou pulvérisé........................................;30;
0904.20.10;  Piments  doux  ou  poivrons  séchés  non  broyés  ni   pulvérisés...................;30;
0904.20.90; Autres................................................................;30;
0905.00.00;Vanille................................................................;30;
0906.11.00; Cannelle (Cinnamomum zeylanicum blume) ;30;
0906.19.00; Autres ;30;
0906.20.00; Broyées ou pulvérisées....................................;30;
0907.00.00;Girofles (antofles, clous et griffes)..................;30;
0908.10.00; Noix muscades...........................................;30;
0908.20.00; Macis........................................................;30;
0908.30.00; Amomes et cardamomes..............................;30;
0909.10.00; Graines d'anis ou de badiane...........................;30;
0909.20.00; Graines de coriandre.......................................;30;
0909.30.00; Graines de cumin............................................;30;
0909.40.00; Graines de carvi................................................;30;
0909.50.00; Graines de fenouil, baies de genièvre..................;30;
0910.10.00; Gingembre......................................................;30;
0910.20.00; Safran.............................................................;30;
0910.30.00; Curcuma.........................................................;30;
0910.91.00; Mélanges visés à la Note 1 b) du présent    Chapitre..;30;
0910.99.00; Autres............................................................;30;
1001.10.10; De semence....................................................;5;
1001.10.90; Autres....................................................;10;
1001.90.00; Autres..........................................................;10;
1002.00.10; De semence.....................................................;5;
1002.00.90; Autres.............................................................;10;
1003.00.10; De semence.....................................................;5;
1003.00.90; Autres...............................................................;10;
1004.00.10; De semence.......................................................;5;
1004.00.90; Autres................................................................;10;
1005.10.00; De semence.......................................................;5;
1005.90.00; Autres...................................................................;30;
1006.10.10; De semence....................................................;5;
1006.10.90; Autres..................................................................;5;
1006.20.00; Riz décortiqué (riz cargo ou riz brun)..............;5;
1006.30.10; Conditionné pour la vente au détail...................;5;
1006.30.90; Autres.............................................................;5;
1006.40.00; Riz en brisures....................................................;5;
1007.00.10; De semence....................................................;5;
1007.00.90; Autres..............................................................;30;
1008.10.10; De semence.......................................................;5;
1008.10.90; Autres................................................................;30;
1008.20.10; De semence.......................................................;5;
1008.20.90; Autres.............................................................;30;
1008.30.10; De semence........................................................;5;
1008.30.90; Autres...............................................................;30;
1008.90.00; Autres céréales.................................................;30;
1101.00.10; De froment.........................................................;5;
1101.00.20; De méteil...........................................................;30;
1102.10.00; Farine de seigle...............................................;30;
1102.20.00; Farine de maïs.................................................;30;
1102.90.00; Autres................................................................;30;
1103.11.00; De froment (blé)............................................;10;
1103.13.00; De maïs...........................................................;10;
1103.19.00; D'autres céréales............................................;20;
1103.20.00; Agglomérés sous forme de pellets.....................;30;
1104.12.00; D'avoine.......................................................;20;
1104.19.00; D'autres céréales.............................................;20;
1104.22.00; D'avoine.......................................................;20;
1104.23.00; De maïs.......................................................;20;
1104.29.00; D'autres céréales...........................................;20;
1104.30.00; Germes de céréales, entiers, aplatis, en   flocons ou moulus..........................;20;
1105.10.00; Farine, semoule et poudre..............................;30;
1105.20.00; Flocons, granulés et agglomérés sous   forme de pellets...............................;30;
1106.10.00; Des légumes à cosse secs du n° 07.13..........;30;
1106.20.00; De sagou ou des racines ou  tubercules du ;30;
1106.30.00; Des produits du Chapitre 8.............................;30;
1107.10.00; Non torréfié........................................................;10;
1107.20.00; Torréfié..............................................................;10;
1108.11.00; Amidon de froment (blé)..................................;30;
1108.12.00; Amidon de maïs...............................................;10;
1108.13.00; Fécule de pommes de terre...............................;10;
1108.14.00; Fécule de manioc (cassave)............................;30;
1108.19.00; Autres amidons et fécules.............................;30;
